longitude,latitude,laci,newPlot
123.3042603,41.47729874,16866-1494795,833
123.2888489,41.75759125,16651-67961099,834
123.4008865,41.80546951,16642-249676054,60
123.4152374,41.88574982,16883-12927373,358
123.409668,41.90764999,16883-2410517,835
123.4083481,41.94533157,16886-2195723,836
123.3730469,41.96276855,16403-2200845,837
123.478981,41.81678009,16793-68105525,838
123.5685425,41.82757187,16411-67879988,839
123.57444,41.81998825,16411-67654411,840
123.7265015,41.8460083,16471-3551520,841
123.6695099,41.81967926,16411-234929675,842
123.7265015,41.8460083,16471-3551521,841
123.5332718,41.81359863,16398-2225725,545
123.5230331,41.8208313,16398-67248189,497
123.448288,41.84667969,16645-67272737,843
123.448288,41.84667969,16645-67272766,843
123.4403915,41.8403511,16645-2520075,844
123.416748,41.86885834,16792-67550988,845
123.4850006,41.80775833,16793-2376971,846
123.4786377,41.80295944,16793-67261235,847
123.4427795,41.79285812,16640-67141389,71
123.448288,41.84667969,16645-67272756,843
123.4360733,41.85910034,16792-12631683,848
123.416748,41.86885834,16792-67551028,845
123.405571,41.81143188,16789-68076043,761
123.4197464,41.78979111,16640-67447053,849
123.6303635,41.81452942,16411-2369805,850
123.5230331,41.8208313,16398-67248181,497
123.3842392,41.96886063,16403-12584581,851
123.4572906,41.89468002,16889-67539232,852
123.5252533,41.8117485,16398-67259935,853
123.4874725,41.80281067,16793-2288140,709
123.4288483,41.83182907,16883-2413077,854
123.4145203,41.96427917,16403-67857727,855
123.4812469,41.82017899,16793-67222067,856
123.4552994,41.83916855,16645-2490635,857
123.4131699,41.81354904,16642-249676053,59
123.4279709,41.83919907,16883-12928909,858
123.409668,41.90764999,16883-12926093,835
123.3941574,41.95214844,16403-12824196,859
123.4197617,41.82294846,16644-67676172,495
123.3977737,41.97365952,16403-12956804,860
123.4793472,41.82582092,16395-67223839,861
123.4628983,41.87137985,16889-67564299,862
123.4505234,41.84574127,16645-234957846,863
123.4179611,41.83930969,16644-67680267,864
123.5259476,41.8157196,16398-13089935,865
123.416748,41.86885834,16792-67550987,845
123.4136581,41.81689835,16642-249675798,58
123.4592972,41.79668045,16407-67193100,302
123.451828,41.89543152,16889-234915595,866
123.5575104,41.82154846,16411-234881293,867
123.57444,41.81998825,16411-67654412,840
123.4701309,41.79745865,16793-68105759,868
123.4298477,41.8325119,16644-60325007,869
123.4505234,41.84574127,16645-234957845,863
123.479393,41.80709839,16885-67228960,870
123.4524918,41.84672928,16645-2581517,871
123.4786377,41.80295944,16793-67261215,847
123.4403229,41.8205986,16642-2180629,473
123.4208603,41.81906128,16789-67295501,317
123.417511,41.82001114,16644-67664190,513
123.4035721,41.79470062,16655-67946005,872
123.4133682,41.81906128,16644-67678260,80
123.4208603,41.81906128,16789-67295551,317
122.5268631,41.48015976,16457-1157397,873
122.5268631,41.48015976,16457-235650581,873
123.3997421,41.79064178,16655-67381785,459
122.7141266,41.53754044,16642-67924245,874
122.8536682,41.60065842,16642-68070933,875
122.6752625,41.52082062,16642-67924501,641
123.2917175,41.85375977,16642-60652555,335
123.417511,41.82001114,16644-67664181,513
123.4051132,41.79402924,16655-67443467,296
123.4069672,41.80120087,16789-60659332,399
122.8280487,41.08947372,16771-71092491,876
123.319313,41.70632172,16650-12959621,27
123.3828506,41.74765015,16650-67554061,877
123.380127,41.76828003,16642-235024150,298
123.4041138,41.7967186,16655-67441420,356
123.3352509,41.53427887,16648-12614531,20
123.3046265,41.4851799,16866-237004044,878
123.3467178,41.71820068,16650-67707661,879
123.380127,41.76828003,16642-235024149,298
123.3870926,41.78590775,16642-235025173,880
123.4061203,41.79851151,16655-67440445,25
122.8464127,41.11033249,16770-1268748,881
123.4003677,41.79272079,16655-67444543,14
123.3214417,41.69348907,16650-67562251,22
123.4087067,41.80638123,16789-249616141,64
123.3736496,41.81726837,16887-235150348,717
123.2538681,41.74964142,16651-234909493,882
123.2659378,41.73374939,16651-234931507,883
123.3050613,41.79481125,16654-2242317,739
123.3727036,41.79217911,16794-67664673,884
123.0201569,41.98868179,16385-234933771,885
123.0454865,41.98709106,16385-54566472,886
123.2659378,41.73374939,16651-234931467,883
123.276123,41.81254959,16888-67939595,887
123.3644714,41.82093811,16887-67653132,888
123.4312515,41.80846024,16789-67475467,2
123.3731918,41.79338837,16794-2548285,455
122.746582,42.17193985,16387-67607563,889
122.9420471,42.01485825,16394-249680396,158
123.3602676,41.7938385,16406-67641651,742
123.3635864,41.7950592,16794-2572043,704
123.3602676,41.7938385,16406-67641612,742
123.2652969,41.76211929,16651-2491916,890
123.2765427,41.7661705,16883-12920727,891
123.339653,41.81502151,16888-60150149,439
122.8226318,42.07941055,16641-55562823,892
123.3002396,41.84809113,16888-249682443,893
123.3983231,41.81044006,16789-2459444,487
123.4225235,41.82743073,16644-67669517,576
123.3731918,41.79338837,16794-2548237,455
123.3565674,41.78981018,16406-67666495,894
123.4430923,41.82833099,16645-2301205,895
123.3919601,41.81158066,16789-235161355,436
123.4393463,41.81206894,16789-12631940,550
123.3604813,41.79650879,16794-67641868,896
123.3602676,41.82181168,16887-67707916,897
122.8992233,42.02447891,16394-235108365,898
122.434967,42.31402969,16895-250398476,899
122.746582,42.16333008,16387-67607820,900
123.389473,41.78527069,16884-13091981,901
123.335289,41.80847168,16388-67908876,902
123.3498383,41.8263092,16887-67852095,331
123.2653732,41.74576187,16651-61688717,903
123.446373,41.81908035,16885-2171148,904
123.3509064,41.78245163,16643-67637309,215
123.348053,41.87060928,16797-68007691,905
123.2706833,41.75566864,16651-234980365,906
123.2930527,41.7713089,16883-12936333,907
123.4146271,41.80696106,16789-13102477,908
123.4067993,41.78911972,16883-12941197,909
123.4711914,41.80286026,16883-12943501,910
123.4608994,41.80097961,16407-59830795,911
123.4015503,41.79551315,16883-12940941,912
123.4631805,41.80300903,16407-67110707,913
123.4631805,41.80300903,16407-235010611,913
123.4683304,41.80361176,16793-67200013,643
123.4576111,41.80168915,16407-67775510,914
123.465683,41.80266953,16407-67199029,449
123.3936234,41.79470062,16794-235194153,915
123.3974915,41.79610062,16655-2227723,916
123.4228363,41.81243134,16789-67575821,602
123.4176865,41.87929916,16792-67563839,917
123.4195023,41.79898071,16640-67440140,486
123.4120865,41.78800964,16401-2483467,441
123.4120865,41.78800964,16401-2483468,441
123.415657,41.88222885,16408-68115507,918
123.4079819,41.85531998,16792-67658785,919
123.4179611,41.83930969,16644-67680268,864
123.4162598,41.87363052,16792-235061812,920
123.4155502,41.8914299,16408-67564063,921
123.4155502,41.8914299,16408-67564065,921
123.4065933,41.85773087,16792-2241036,280
123.415657,41.88222885,16408-68115467,918
123.4530334,41.83821106,16645-234953523,922
123.4077301,41.85924911,16792-67692320,923
123.4131165,41.89707184,16408-67503413,924
123.4530334,41.83821106,16645-234953503,922
123.4529419,41.84072113,16645-67273267,925
123.4273376,41.86240005,16792-2164492,926
123.4067535,41.87255859,16792-67545909,927
123.4087219,41.85224915,16644-67669812,655
123.4206696,41.82857895,16644-2519347,318
123.4026108,41.87118149,16792-61382797,928
123.4130096,41.78722,16401-67449612,929
123.415657,41.88222885,16408-68115468,918
123.4207077,41.83255005,16644-67671307,730
123.4206772,41.81034851,16789-67570189,930
123.4197617,41.82294846,16644-67676211,495
123.410881,41.88734818,16408-54566727,931
123.4077301,41.85924911,16792-67692319,923
123.4141312,41.89191818,16408-60314509,624
123.4194336,41.8767395,16792-60000141,932
123.4077301,41.85924911,16792-67692349,923
123.4162598,41.87363052,16792-235061773,920
123.4131165,41.89707184,16408-67503412,924
123.4154205,41.87474823,16792-67543054,933
123.4176331,41.89228821,16408-61352836,934
123.4206772,41.81034851,16789-67570227,930
123.4162598,41.87363052,16792-235061772,920
123.4087219,41.85224915,16644-67669771,655
123.4176865,41.80654907,16789-12618764,186
123.4144821,41.85269928,16644-60358029,935
123.4087219,41.85224915,16644-67669772,655
123.4067535,41.87255859,16792-67545868,927
123.4087219,41.85224915,16644-67669773,655
123.415657,41.88222885,16408-68115508,918
123.4131165,41.89707184,16408-67503372,924
123.3224335,41.66716003,16648-67538187,936
122.9533234,41.66001892,16642-67919135,415
123.37323,41.68706894,16650-12832909,937
123.3903275,41.77053833,16788-12617121,938
123.3976364,41.7807312,16884-67456524,939
122.5496826,41.42858887,16768-235658765,940
122.7583313,41.55583954,16642-67923999,785
123.2888489,41.75759125,16651-67961101,834
123.3313904,41.66542053,16386-12838797,941
122.3507919,41.40496826,16768-235570443,942
123.2387695,41.79053116,16389-68023307,796
123.37323,41.68706894,16650-12833421,937
123.1857224,41.76622009,16389-12586371,943
123.3330765,41.67594147,16650-12843149,944
123.4035263,41.72520828,16650-67536139,945
123.3776932,41.68130112,16386-249662987,946
123.4208603,41.81906128,16789-67295549,317
123.4104309,41.81703186,16789-67662880,514
123.4030914,41.92230988,16886-12822680,947
123.2710266,41.79718018,16654-61350275,948
123.3930588,41.6848793,16399-235014433,949
123.4003372,41.748909,16788-67552584,126
122.8536682,41.60065842,16642-68070923,875
123.023201,41.69311142,16400-67172877,950
123.2919922,41.74863052,16651-2377483,951
123.4068832,41.81591034,16789-67251507,952
123.3639603,41.66891861,16386-235022881,585
123.32547,41.67092896,16650-249616909,953
123.2710266,41.79718018,16654-61350276,948
123.3796463,41.86771011,16797-2306061,954
123.4096832,41.87221909,16792-67746593,955
123.5196075,42.05783844,16653-67979807,956
123.5350113,41.99272919,16653-68012812,957
123.3796463,41.86771011,16797-2306060,954
123.4523087,41.78773117,16882-68048150,958
123.416748,41.86885834,16792-67551027,845
123.449028,41.79338074,16407-67190541,572
123.4993668,42.20933914,16863-12744836,959
123.3951416,41.8699913,16792-67964724,960
123.4523087,41.78773117,16882-68048184,958
123.4512634,41.78760147,16882-235184435,961
123.3951416,41.8699913,16792-67964685,960
123.5169373,42.03834915,16653-67896884,962
123.4320221,41.80392075,16789-67494923,11
123.4523087,41.78773117,16882-68048179,958
123.448822,41.78836823,16882-67186229,963
123.4132919,41.82429123,16644-67663413,68
123.4618225,41.82878113,16395-67216395,964
123.4523087,41.78773117,16882-68048183,958
123.4512634,41.78760147,16882-235184427,961
123.4523087,41.78773117,16882-68048151,958
123.3951721,41.8614006,16792-235030549,583
123.5402374,41.98572159,16653-249612043,965
123.4101715,41.83824921,16644-67645708,966
123.4012222,41.85905838,16792-67643454,967
123.5242615,42.15690994,16653-249672459,968
123.4802933,41.88142014,16889-67567412,969
123.3726501,41.86489105,16797-60134277,970
123.4596024,41.79330063,16407-67190028,971
123.4523087,41.78773117,16882-68048154,958
123.4843903,41.87826157,16889-61732749,972
123.4766693,41.85401154,16645-67910708,241
123.3443604,41.65753174,16386-67772949,973
123.3312683,41.65755081,16386-249568021,974
123.3318634,41.65655136,16386-249625612,975
123.3468475,41.65766144,16386-249656843,976
123.3952179,41.79211044,16655-12599959,462
123.3428116,41.68109131,16650-12837261,977
123.3458176,41.6639595,16386-67717132,469
123.3321228,41.65560913,16386-249654323,595
123.3318634,41.65655136,16386-249625613,975
123.3383789,41.65644836,16386-249613067,978
123.3279877,41.6520195,16648-67699980,979
123.3482819,41.66563034,16386-67804939,980
123.3279877,41.6520195,16648-67699979,979
123.3453903,41.6604805,16386-249657611,981
123.4007492,41.77653122,16884-61711246,982
123.3662796,41.68146133,16386-67700236,983
123.3279877,41.6520195,16648-67699981,979
123.3930588,41.6848793,16399-235014431,949
123.3922501,41.76182175,16788-2282814,118
123.4042511,41.80353928,16789-67437579,397
123.3997421,41.79064178,16655-67381786,459
123.3987808,41.79122162,16655-67776281,467
123.3982468,41.78939819,16655-67447614,36
123.4003677,41.79272079,16655-67444542,14
123.3987808,41.79122162,16655-67776311,467
123.4005966,41.79119873,16655-67445813,984
123.3639832,41.79962921,16794-67641397,985
123.4005966,41.79119873,16655-67445773,984
123.3425217,41.79898071,16388-67421452,620
123.5816879,41.90238953,16652-67550475,986
123.5275421,41.88887024,16652-234921995,987
123.5231323,41.87916946,16889-67903243,988
123.4422989,41.75917816,16402-234948405,380
123.4805679,41.74568176,16883-67519039,989
123.4723511,41.74560928,16883-67486753,573
123.4889679,41.84614182,16645-67134989,990
123.5079422,41.84804916,16398-67521853,991
123.4428329,41.76472855,16647-67176205,992
123.447731,41.75479889,16647-234891029,993
123.9740524,42.02228928,16863-236358668,994
123.4354477,41.75598145,16402-67470388,18
123.4651871,41.7434082,16883-67496243,995
123.5079422,41.84804916,16398-67521843,991
123.5714417,41.90039825,16652-61669508,996
123.5322495,41.89381027,16652-67988235,997
123.4467316,41.75654984,16647-60636549,998
123.4660263,41.74692154,16883-67436085,999
123.4805679,41.74568176,16883-67519038,989
123.4670715,41.83361053,16395-12618115,161
123.4451218,41.74671936,16405-67565088,561
123.4748001,41.85063171,16645-2289205,1000
123.5571594,41.90639877,16652-2274315,1001
123.5696487,41.90404892,16652-67869964,1002
123.4684906,41.74798965,16883-59772693,596
123.4569016,41.82500839,16395-67214645,546
123.4576035,41.74568176,16405-67720765,1003
123.4422989,41.75917816,16402-234948365,380
123.3355789,41.79264832,16388-67425293,1004
123.4393387,41.82339096,16885-67213619,1005
123.3876038,41.82257843,16409-67652771,653
123.399147,41.78390121,16884-12640909,1006
123.3355789,41.79264832,16388-67425292,1004
123.4221497,41.78771973,16640-67448864,221
123.4130096,41.78722,16401-67449663,929
123.4099121,41.77733994,16401-60622221,1007
123.4019775,41.78142166,16401-67584781,274
123.4168396,41.78324127,16401-67452725,176
123.4083481,41.77854156,16401-67458110,442
123.3877335,41.78232956,16884-67454003,707
123.4267578,41.80054855,16640-67577869,649
123.4101486,41.77920151,16401-13072014,1008
123.4393387,41.82339096,16885-67213579,1005
123.4359512,41.82593155,16644-67271998,303
123.3876038,41.82257843,16409-67652761,653
123.3857422,41.82580185,16409-12610712,660
123.4201508,41.78403091,16401-67452427,1009
123.401413,41.78541946,16884-67450931,1010
123.3982468,41.78939819,16655-67447605,36
123.3630905,41.78102875,16406-235157301,1011
123.3822708,41.78503036,16406-13085325,1012
123.4123306,41.77627945,16401-67471117,1013
123.3363037,41.7909584,16388-67980577,1014
123.4533081,41.79941177,16407-67195955,156
123.383522,41.78630829,16794-67688510,1015
123.4123306,41.77627945,16401-67471165,1013
123.3229599,41.79343033,16654-67143476,1016
123.3876038,41.82257843,16409-67652759,653
123.4083481,41.77854156,16401-67458101,442
123.4105377,41.78121948,16401-67456012,1017
123.3785324,41.80574036,16887-67671053,607
123.412262,41.78229904,16401-67453492,1018
123.4393387,41.82339096,16885-67213629,1005
123.412262,41.78229904,16401-67453452,1018
123.3982468,41.78939819,16655-67447565,36
123.4229126,41.786129,16401-67581451,1019
123.3891907,41.78546906,16884-67451443,806
123.3975372,41.7638588,16788-67467582,123
123.3778,41.78583145,16406-67653438,1020
123.3817215,41.78807831,16794-67644468,1021
123.3848801,41.81599045,16887-67635764,634
123.4193115,41.78630829,16401-67450380,220
123.3229599,41.79343033,16654-67143477,1016
123.4393387,41.82339096,16885-67213631,1005
123.3727036,41.79217911,16794-67664672,884
123.4684219,41.80614853,16885-67898933,505
123.3842926,41.80939865,16887-67658293,1022
123.3260727,41.78894043,16388-67421748,147
123.4118195,41.79265976,16655-67444256,46
123.3984833,41.79013824,16655-67492885,1023
123.3991394,41.82085037,16409-67652149,61
123.4243088,41.79365158,16640-67484981,1024
123.3805313,41.82492828,16409-61725837,1025
123.3952179,41.7841301,16884-67451659,444
123.3915863,41.85586929,16792-67656509,1026
123.3952179,41.7841301,16884-67451710,444
123.3929214,41.85562134,16792-61699726,1027
123.3929214,41.85562134,16792-61699981,1027
123.3915634,41.85456085,16792-2547211,1028
123.3903885,41.85961151,16792-67861025,1029
123.3759003,41.82857132,16409-2166067,1030
123.4104309,41.81703186,16789-67662910,514
123.3514404,41.83649826,16888-67882549,1031
123.4041595,41.81858826,16644-67692605,395
123.4045105,41.82040024,16644-234978326,1032
123.3780212,41.8158493,16887-67638323,635
123.3780212,41.8158493,16887-67638303,635
123.3780212,41.8158493,16887-67638325,635
123.3780212,41.8158493,16887-67638304,635
123.3974915,41.82318878,16409-249684236,1033
123.4065933,41.85773087,16792-2241077,280
123.4094467,41.81962967,16644-67290891,76
123.3624802,41.85189056,16797-61405315,721
123.384758,41.84777069,16797-12592289,1034
123.384758,41.84777069,16797-12592290,1034
123.3975983,41.85319138,16792-235146558,1035
123.3844376,41.8519783,16797-13066885,1036
123.3717117,41.85139084,16797-67845388,1037
123.4122696,41.85971069,16792-61404569,1038
123.3870163,41.84881973,16797-235145022,386
123.3786621,41.84878159,16797-60302468,1039
123.3128815,41.84870911,16642-249680149,800
123.3786621,41.84878159,16797-60302467,1039
123.3901825,41.85216141,16792-235146813,1040
123.3943405,41.85129929,16409-67643198,1041
123.4065933,41.85773087,16792-2241087,280
123.3895187,41.82957077,16409-2581004,613
123.4206772,41.81034851,16789-67570237,930
123.384758,41.84777069,16797-12592260,1034
123.3832474,41.87324142,16797-249670196,1042
123.3824615,41.8199501,16409-54566984,1043
123.4159698,41.80778122,16789-67567883,0
123.3890076,41.81945038,16409-61359757,1044
123.3798065,41.81364059,16887-67406358,1045
123.3872528,41.81927109,16409-60630660,1046
123.3890076,41.81945038,16409-61359245,1044
123.3925705,41.82117844,16409-235158285,1047
123.4326324,41.76139069,16402-67468597,17
123.4078827,41.79407883,16655-67374103,1048
123.3706284,41.81869888,16887-67638069,1049
123.4143066,41.80271912,16789-235055637,1050
123.3629379,41.77523041,16643-67687998,182
123.4190521,41.80044937,16789-67575071,1051
123.4162979,41.81106186,16789-12605837,1052
123.4176865,41.80654907,16789-12618813,186
123.4159698,41.80778122,16789-67567933,0
123.4167023,41.80054855,16789-67438655,171
123.35466,41.79874039,16388-235149107,1053
123.3356934,41.78720856,16388-67874613,1054
123.3396072,41.78351974,16388-67874109,1055
123.3412094,41.77822876,16388-12810883,1056
123.419281,41.80438995,16789-67569420,809
123.424881,41.8098793,16789-13102221,1057
123.356308,41.80183029,16794-67649587,1058
123.3355789,41.77890015,16404-2571572,1059
123.3356934,41.78720856,16388-67874611,1054
123.3629379,41.77523041,16643-67687968,182
123.4206772,41.81034851,16789-67570187,930
123.3720703,41.79911041,16794-67672372,258
123.3815765,41.8060112,16887-67660319,1060
123.4569016,41.82500839,16642-249675276,546
123.4206772,41.81034851,16789-67570229,930
123.3468018,41.77865982,16643-2571788,1061
123.3592834,41.78012085,16643-67686964,672
123.4206772,41.81034851,16789-67570239,930
123.3396072,41.78351974,16388-67874099,1055
123.4228363,41.81243134,16789-67575871,602
123.3593903,41.80435944,16794-67684403,606
123.4142914,41.83049011,16644-2352661,1062
123.4133682,41.81906128,16644-67678271,80
123.4227829,41.83375931,16644-61395342,1063
123.4104309,41.81703186,16789-67662881,514
123.4248505,41.80847931,16789-67568139,89
123.4133682,41.81906128,16644-67678270,80
123.4253387,41.82685852,16644-235152672,1064
123.4052505,41.81732178,16644-2236221,496
123.3876038,41.82257843,16409-67652770,653
123.3898087,41.81626892,16887-67657247,1065
123.3898087,41.81626892,16887-67657267,1065
123.3974915,41.79610062,16642-2180925,916
123.406723,41.59967041,16642-2576907,1066
123.391777,41.81332016,16887-12611725,1067
123.3938675,41.7949791,16655-67262741,1068
123.3938675,41.7949791,16794-67371827,1068
123.3891907,41.78546906,16642-249676555,806
123.3748779,41.53720856,16642-249678859,1069
123.3898087,41.81626892,16887-67657269,1065
123.3938675,41.7949791,16655-67570955,1068
123.3885117,41.79193878,16794-67694388,1070
123.390831,41.79349899,16642-67560459,1071
123.3974915,41.79610062,16642-2180875,916
123.4162903,41.74272156,16650-12583044,379
123.4228363,41.81243134,16789-67575820,602
123.4367371,41.78224945,16882-67504395,521
123.4371109,41.78726959,16640-61684100,1072
123.4371109,41.78726959,16640-61684101,1072
123.4372406,41.7996788,16640-67195701,3
123.4314499,41.79272842,16640-67503883,86
123.4436264,41.81367111,16885-67208253,632
123.4327087,41.81156921,16789-67300147,728
123.4435272,41.81632996,16885-234955572,93
123.4056168,41.7779808,16401-12626053,1073
123.4073486,41.77185059,16788-12615299,1074
123.4073486,41.77185059,16788-12615301,1074
123.4065475,41.76696014,16788-61708430,1075
123.4098206,41.76158142,16788-67459903,378
123.4345474,41.81629181,16789-68102709,300
123.4435272,41.81632996,16885-234955552,93
123.4130402,41.74742889,16788-67493940,202
122.8992233,42.02447891,16394-235108363,898
123.4284363,41.74959183,16788-55571529,1076
123.4349136,41.77650833,16882-235234328,1077
123.4098206,41.76158142,16788-67459891,378
123.4130402,41.74742889,16788-67493900,202
123.4223099,41.76044083,16788-61673347,1078
123.401123,41.79531097,16655-59817493,1079
123.396347,41.78680038,16884-67449889,1080
123.40065,41.79916,16655-67684109,112
123.4236908,41.76475143,16788-68097293,1081
123.3956909,41.79013824,16655-67446797,1082
122.3643799,41.76124954,16704-61620101,1083
123.3862381,41.79428101,16794-2259006,1084
123.4051132,41.79402924,16655-67443507,296
123.4061203,41.79851151,16655-67440447,25
123.4014435,41.77611923,16884-61707405,1085
123.4176025,41.76934052,16788-67464511,1086
123.4031906,41.7634201,16788-67468044,746
123.4266129,41.75957108,16788-67469373,181
123.4263535,41.81867981,16789-2582580,324
123.4003677,41.79526138,16655-2542093,218
123.4031906,41.7634201,16788-67468085,746
123.4379883,41.74845123,16402-67506445,1087
123.2430496,41.89614868,16389-67983373,1088
123.3848801,41.81599045,16642-249679372,634
123.4345474,41.81629181,16789-68102669,300
123.4236908,41.76475143,16788-68097333,1081
123.4014435,41.7567215,16788-67552268,191
123.4284363,41.74959183,16788-55571527,1076
122.7210464,41.95203018,16641-67358220,1089
123.4160767,41.76543045,16788-67466763,1090
123.4205017,41.76383972,16788-67467789,1091
123.4014435,41.7567215,16788-67552269,191
123.4357605,41.77159119,16402-67463732,535
123.4364929,41.77851868,16882-235219509,1092
123.4193573,41.80213165,16789-249596428,1093
123.4349365,41.7759819,16882-67507743,562
123.4367371,41.78224945,16882-67479563,521
123.4059067,41.82046127,16644-67663925,1094
123.4197464,41.78979111,16640-67447093,849
123.4063873,41.820961,16644-60637325,1095
123.4059067,41.82046127,16644-67663885,1094
123.4019089,41.82228088,16409-67677748,1096
123.406662,41.82329941,16644-67299597,760
123.3981628,41.82403183,16409-67208470,1097
123.4059067,41.82046127,16644-67663935,1094
123.4041595,41.81858826,16644-67692597,395
123.4215469,41.78831863,16640-2359061,1098
123.4222107,41.79520035,16640-67443232,1099
123.4210892,41.78676987,16401-60123277,1100
123.4161072,41.78958893,16401-67447307,49
122.8337021,41.99782181,16394-67960077,1101
122.8348236,41.99364853,16394-67912717,1102
123.398819,41.78681183,16884-235262229,1103
122.8413925,41.99573898,16394-60310659,1104
122.8420715,41.99190903,16394-234925089,1105
122.8348236,41.99364853,16394-67912716,1102
123.2430191,41.85911942,16389-68019765,149
123.3370667,41.81966019,16888-67634700,1106
123.3978271,41.78614044,16884-60123021,1107
123.3968201,41.78499985,16884-67570463,1108
123.399498,41.78633118,16884-13093005,1109
123.3966522,41.78865051,16655-60122765,1110
123.3475418,41.81744003,16887-67660085,808
122.8467484,42.00730133,16394-249610253,1111
123.0781479,41.91104126,16385-67921419,1112
123.2880707,41.84394073,16888-67907390,154
123.3154373,41.8416481,16888-61406085,1113
123.3928833,41.78121185,16884-67455501,1114
122.8334885,42.00144958,16394-59829516,1115
122.8334122,41.99530029,16394-13096581,1116
123.3928833,41.78121185,16884-67455541,1114
123.3928833,41.78121185,16884-67455551,1114
123.0857162,41.91783142,16385-67998241,1117
122.8992233,42.02447891,16394-235108364,898
123.1963196,41.87314987,16389-67595533,1118
123.3230209,41.83715057,16888-61357189,1119
123.367691,41.8111496,16887-67684640,438
123.3785324,41.80574036,16887-67671051,607
122.8297577,41.9962883,16394-67414549,1120
123.3974915,41.79610062,16655-67442740,916
123.4243088,41.79365158,16640-67484959,1024
123.3952179,41.7841301,16884-67451661,444
123.449028,41.79338074,16407-67190591,572
123.4083481,41.77854156,16401-67458060,442
123.4019775,41.78142166,16401-67584821,274
123.449028,41.79338074,16407-67190580,572
123.4590988,41.78776169,16646-67185715,611
123.449028,41.79338074,16407-67190540,572
123.1880798,41.76995087,16389-60140677,1121
123.4462967,41.78776169,16882-234953780,1122
123.449028,41.79338074,16407-67190590,572
123.3664474,41.77165985,16643-249596171,741
123.3716965,41.76863861,16643-67660863,174
123.3691483,41.76670837,16643-2372157,710
123.3664474,41.77165985,16643-249567500,741
123.3716965,41.76863861,16643-67660853,174
123.4475174,41.79740906,16883-12924301,1123
123.4475174,41.79740906,16883-12912013,1123
123.4479599,41.79677963,16407-67194164,600
123.4475174,41.79740906,16883-12912023,1123
123.4590988,41.78776169,16646-67185676,611
123.449028,41.79338074,16407-67190579,572
123.449028,41.79338074,16407-67190539,572
123.4067993,41.78911972,16883-12923533,909
123.4195175,41.78929138,16883-12911245,1124
123.4195175,41.78929138,16883-12911255,1124
123.3714981,41.79351044,16883-12922765,1125
123.448822,41.78836823,16882-67186237,963
123.4332504,41.79335022,16640-235202325,1126
123.4143677,41.78839874,16401-13093262,1127
123.3960114,41.76916122,16788-67579188,1128
123.4697189,41.80329132,16793-235008533,629
123.4479599,41.79677963,16407-67194163,600
123.3802185,41.79629135,16883-2424597,1129
123.3802185,41.79629135,16883-2424627,1129
123.3691483,41.76670837,16643-2372107,710
123.3594437,41.77828979,16643-235160372,1130
123.3912888,41.76742935,16788-67472653,180
123.3714981,41.79351044,16883-2423317,1125
123.3960114,41.76916122,16788-67579189,1128
123.4060516,41.78458023,16401-67451967,1131
123.448822,41.78836823,16882-67186228,963
123.3691483,41.76670837,16643-2372147,710
123.4321518,41.79225922,16883-12911501,90
123.3802185,41.79629135,16883-12923021,1129
123.3965378,41.79389954,16883-12910733,1132
123.3675079,41.79407883,16794-67681803,492
123.3714981,41.79351044,16883-12922775,1125
123.3686371,41.79207993,16794-67674931,732
123.3592834,41.78012085,16643-67686963,672
123.4357605,41.77159119,16402-67463731,535
123.4448318,41.79784012,16407-12596375,1133
123.4526978,41.80102158,16407-68038933,1134
123.4679565,41.7714119,16647-67242548,582
123.442627,41.7968483,16407-67192894,1135
123.4060516,41.78458023,16401-67451957,1131
123.4543991,41.80009079,16407-67197246,139
123.4448318,41.79784012,16407-12596355,1133
123.4479599,41.79677963,16407-67194125,600
123.4372406,41.7996788,16640-67195699,3
123.4543991,41.80009079,16407-67197236,139
123.4533081,41.79941177,16407-67195957,156
123.4541626,41.80236816,16407-67586069,1136
123.4448929,41.801651,16407-67198014,1137
123.4679565,41.7714119,16647-67242547,582
123.3980179,41.80838013,16789-67693365,757
123.3941116,41.80776978,16789-67650591,1138
123.4013367,41.80797958,16789-67187212,1139
123.396843,41.87870026,16792-234919199,1140
123.397644,41.87636185,16792-249670707,1141
123.3985977,41.85520172,16792-67662093,1142
123.3988571,41.84561157,16409-67648799,1143
123.3987274,41.83946991,16409-67642380,1144
123.400322,41.82603073,16644-67668491,658
123.4073563,41.7774086,16401-67458592,1145
123.4123306,41.77627945,16401-67471155,1013
123.4088593,41.77762985,16401-67475221,1146
123.4513168,41.73693848,16405-67487775,794
123.4343491,41.77696991,16882-234997289,1147
123.4342422,41.77711868,16882-234997013,1148
123.7813492,41.39994049,16689-2912524,1149
123.4349365,41.7759819,16882-67459125,562
123.4343491,41.77696991,16882-234997291,1147
123.6984711,41.50016022,16689-1435649,1150
123.4321976,41.77729034,16882-13082500,1151
123.4253922,41.79629898,16640-2357013,1152
123.4082794,41.77658844,16401-60126349,1153
123.6249313,42.05653,16653-234911520,1154
123.6150436,42.01436996,16653-67279115,1155
123.4978867,41.90404129,16889-54568971,1156
123.7174835,42.19345093,16863-60965388,1157
123.4454803,41.83298111,16645-60641924,1158
123.3941116,41.80776978,16789-67650611,1138
123.4402313,41.83263016,16645-67218443,1159
123.6563416,42.10845184,16863-236355083,1160
123.6279831,42.04777145,16653-60635523,1161
